"SL No.","UPC Code","Item Name","Last Purchase Price","Last Sale Price","Company Name","Stock Quantity","Total Quantity"
3224,8941100293546,"Nestle Cerelac Rice & Milk 400gm",273,290,"Nestle BD LTD",0,0
3225,8941100293485,"Nestle Cerelac Rice & Potato with Chicken 400gm",377,400,Organix,0,0
3226,8941100293492,"Nestle Cerelac Wheat & Honey 400gm",283,350,"Nestle BD LTD",0,0
3227,8941100293508,"Nestle Cerelac Wheat & Milk 400gm",283,300,Organix,0,0
3228,8941100293522,"nestle Cerelac Wheat & Mixed Fruits 400g",354,375,Organix,0,0
3229,8941100293539,"Nestle Cerelac Wheat and Mixed Vegetables 400 gm",283,375,"Nestle BD LTD",0,0
3230,8941100293454,"Nestle Cerelac Wheat with 3 fruits ",307,325,Organix,0,0
3231,8941100293461,"Nestle Cerelac Wheat with Apple & Cornn Flakes 400gm",377,400,Organix,0,0
3232,8941100293478,"Nestle Cerelac Wheat with Apple and Cherry 400 gm",330,350,"Nestle BD LTD",0,0
3233,8850124006103,"Nestle Coffee mate 450gm",250,270,"Al-Madina Pvt Ltd",0,0
3234,8850124011053,"Nestle Coffee-mate 400gm",252,280,"Al-Madina Pvt Ltd",0,0
3235,4800361005500,"Nestle Corn Fiakes 275gm",304,330,"Nestle BD LTD",0,0
3236,8941100293720,"Nestle Every Day 500gm",244,260,"Nestle BD LTD",0,0
3237,8961008203720,"Nestle fruita vitals apple prisma 1L",267,320,"Nestle BD LTD",0,0
3238,8961008209883,"nestle fruita vitals chaunsa sip positive 1 L",267,320,"Nestle BD LTD",0,0
3239,8901058144345,"nestle Kitkat 27.5g",25,40,"Al-Madina Pvt Ltd",0,0
3240,4800361000239,"Nestle Koko Krunch 330gm",322,350,"Nestle BD LTD",0,0
3241,4800361002851,"Nestle KokoKrunch 170gm",185,200,"Nestle BD LTD",0,0
3242,8901058143607,"nestle lactogen 1 bib 350g",460,480,"Nestle BD LTD",0,0
3243,8901058850307,"Nestle Lactogen 1 Gentle Start 350gm",460,480,"Nestle BD LTD",0,0
3244,8901058850314,"Nestle Lactogen 1 Gentle Start 400gm",566,590,"Nestle BD LTD",0,0
3245,8901058850321,"Nestle Lactogen 2 Gentle Plus 350gm",460,480,"Nestle BD LTD",0,0
3246,8901058143706,"Nestle Lactogen 2 Gentle Plus 400gm",566,590,"Nestle BD LTD",0,0
3247,8901058850345,"Nestle Lactogen 3 Gentle Grow 350gm",450,470,"Nestle BD LTD",0,0
3248,8901058850352,"Nestle Lactogen 3 Gentle Grow 400 gm",557,580,"Nestle BD LTD",0,0
3249,4800361396691,"nestle lactogen 4  BIB 350g",430,450,"Nestle BD LTD",0,0
3250,8941100292877,"nestle maggi curry masala 496g",116.5,130,Organix,0,0
3251,8888082117722,"Nestle Milo 400gm",265,320,"Nestle BD LTD",0,0
3252,4800361370448,"Nestle Nan optipro1 400gm",718,830,"Nestle BD LTD",0,0
3253,4800361375696,"Nestle Nan optipro2 400gm",798,830,"Nestle BD LTD",0,0
3254,8941100292945,"Nestle Nido 1+ Protection 350gm",332,350,Organix,0,0
3255,8941100292952,"Nestle Nido 3+ Smartgrowth 350gm",332,350,"Nestle BD LTD",0,0
3256,8941100290293,"Nestle Nido Fortified 900gm",852,890,"Nestle BD LTD",0,0
3257,8941100292969,"Nestle Nido fortiGorw700gm",480,510,"Nestle BD LTD",0,0
3258,8941100290507,"Nestle Nido FortiGrow 2.5kg",2192,2290,"Nestle BD LTD",0,0
3259,8941100292907,"Nestle Nido fortigrow 350gm",240,250,"Nestle BD LTD",0,0
3260,8941100291337,"Nestle Pre Nan 400g",865,900,"Nestle BD LTD",0,0
3261,0070501016404,"Neutrogena damage herbal shampoo 300ml",295,375,"Mela International",0,0
3262,8904256001472,"Nevea B Deo citrus& care 120ml",265,350,"International Distribution Co BD Pvt",0,0
3263,11710132247300,"New Amin Tulsi pata coil 60Tk",45,60,"HOME BRAND",0,0
3264,8901157025217,"New Black Hit  400ml",215,249,"Godrej Household Products BD Pvt  L",0,0
3265,8941100614600,"New Lifebuoy 200ml",79.33,90,Uniliver,0,0
3266,813903000783,"NEW VAANISH TOILET CLAANER 700ML",105,110,"ACI Limited",0,0
3267,8139003001249,"new vanish  advanced gel 500ml",86.21,95,"ACI Limited",0,0
3268,8697423789555,"Newday Wafer 30g",13.5,25,"SS Treading",0,0
3269,8946000001468,"Nihar santi Amla 200ml",122,140,"Marico Bangladesh ",0,0
3270,8946000001611,"Nihar santi Amla 300ml",171,195,"Marico Bangladesh ",0,0
3271,8414135255723,"Nike casual body spray 200ml",210,260,"Banijjo international",0,0
3272,8414135100207,"Nike fruit burst body spray 150ml",165,210,"Banijjo international",0,0
3273,8414135100191,"Nike life on coconut body spray 150ml",165,210,"Banijjo international",0,0
3274,8414135630377,"Nike night fever body spray 150ml",158,210,"Banijjo international",0,0
3275,8414135623256,"Nike ON FIRE body spray 200ML",210,299,"HOSSEN TREADING INT ",0,0
3276,8414135100221,"Nike passion for vanilla body spray 150ml",165,210,"Banijjo international",0,0
3277,8414135255761,"Nike ride body spray 200ml",195,260,"Banijjo international",0,0
3278,8414135630360,"Nike turn it on body spray 150ml",158,210,"Banijjo international",0,0
3279,8414135255754,"Nike urban mask body spray 200ml",210,260,"Banijjo international",0,0
3280,4005900181305,"NivaM oil control all in1 face wash",280,400,"International Distribution Co BD Pvt",0,0
3281,4005808247455,"Nivea  Body Milk Silky Smooth 400ml",410,525,"Nivea company ",0,0
3282,42059226,"NIVEA anti-perspirant Fresh natural fresh feeling 50ml",130,175,"International Distribution Co BD Pvt",0,0
3283,4005808837359,"NIVEA anti-perspirant Pearl & Beauty Smooth & Beautiful Unde",125,175,"International Distribution Co BD Pvt",0,0
3284,8904256001441,"Nivea B Deo petal &care 120ml",265,350,"International Distribution Co BD Pvt",0,0
3285,8904256001410,"Nivea B Deo Rose & care 120ml",265,350,"International Distribution Co BD Pvt",0,0
3286,11710082226800,"Nivea Body Caring Lotion  200ml",225,295,"Mela International",0,0
3287,4005808848256,"Nivea Body Caring Lotion  250 ml",270,355,"Mela International",0,0
3288,11710082226900,"Nivea body lotion 200ml",225,295,"Mela International",0,0
3289,4005808845323,"Nivea Body Lotion 250ml",270,355,"Mela International",0,0
3290,4005808310951,"Nivea Body Lotion Express Hydration Normal To Dry skin 250 M",247,325,"Nivea company ",0,0
3291,4005808319794,"Nivea Body Lotion Express Hydration Normal To Dry skin 400 M",410,525,"Nivea company ",0,0
3292,4005808725816,"Nivea Body Lotion Smooth Milk 200ml",250,325,"Nivea company ",0,0
3293,4005808024704,"Nivea Body Milk Intesive Moisture  250 ml",250,325,"Nivea company ",0,0
3294,4005808319725,"Nivea Body Milk Intesive Moisture  400ml",410,525,"Nivea company ",0,0
3295,6001051000890,"Nivea Cooling After Shave Lotion 100ml",260,325,"International Distribution Co BD Pvt",0,0
3296,4005808160235,"Nivea cream 30ml",58,70,"Nivea company ",0,0
3297,42164104,"Nivea cream 60ml",105,140,"Nivea company ",0,0
3298,4005808757329,"Nivea cream, 20 ml",42,60,"Nivea company ",0,0
3299,4005900225733,"Nivea creame care soap 125g",88,110,"International Distribution Co BD Pvt",0,0
3300,42097464,"Nivea deo stick fresh natural40ml",207,270,"International Distribution Co BD Pvt",0,0
3301,4005900195944,"Nivea Essential lip Care ",45,55,"Nivea company ",0,0
3302,4005808867264,"Nivea Extra White Repair 100gm",205,230,"International Distribution Co BD Pvt",0,0
3303,4005808816019,"Nivea fresh natural body spray 150ml",217,250,"International Distribution Co BD Pvt",0,0
3304,4005900257611,"Nivea Fresh Powerfruit 250 ml",270,310,"Banijjo international",0,0
3305,4005900224712,"Nivea Fruity Lip Care 10g",45,55,"Nivea company ",0,0
3306,4005808377565,"Nivea Instant White Body Lotion 350ml",420,550,"Nivea company ",0,0
3307,4005900257581,"nivea lemon & oil 250ml",275,310,"International Distribution Co BD Pvt",0,0
3308,4005900207975,"Nivea Men B.D Energy Body Spray 120 ml",255,350,"International Distribution Co BD Pvt",0,0
3309,4005900207999,"Nivea Men B.D ice cool Body Spray 120 ml",255,350,"International Distribution Co BD Pvt",0,0
3310,4005900332943,"Nivea Men B.D intense Body Spray 120 ml",255,350,"International Distribution Co BD Pvt",0,0
3311,4005900332950,"Nivea Men B.D Sprint Body Spray 120 ml",255,350,"International Distribution Co BD Pvt",0,0
3312,4005808301843,"NIVEA MEN Cool Kick 50ml",125,175,"International Distribution Co BD Pvt",0,0
3313,5025970023236,"Nivea Men Cool Kick Shaving Gel 200ml",300,375,"Nivea company ",0,0
3314,4005808943630,"Nivea men cooling shaving gel 200ml",308,375,"International Distribution Co BD Pvt",0,0
3315,4005900196002,"NIVEA MEN Dark spot Reduction 10x Whitening Effect 50ml",202,260,"International Distribution Co BD Pvt",0,0
3316,4005808933099,"Nivea Men Dark Spot Reduction Face Wash 100gm",180,230,"International Distribution Co BD Pvt",0,0
3317,4005808298334,"Nivea men Dry Impact",125,175,"International Distribution Co BD Pvt",0,0
3318,42097518,"Nivea men dry impact 40ml",207,270,"International Distribution Co BD Pvt",0,0
3319,42179078,"Nivea men fresh active 50ml ",125,175,"International Distribution Co BD Pvt",0,0
3320,4005808299195,"Nivea men fresh active body spray 150ml",217,250,"International Distribution Co BD Pvt",0,0
3321,4005900196033,"Nivea men oil control50ml",220,260,"International Distribution Co BD Pvt",0,0
3322,4005808532988,"Nivea Men Oli Control Face Wash 100gm",180,230,"International Distribution Co BD Pvt",0,0
3323,4005808222698,"Nivea Men Shaving Foam 200ml",230,280,"International Distribution Co BD Pvt",0,0
3324,4005808837311,"Nivea pearl & beauty body spray 150ml",217,250,"International Distribution Co BD Pvt",0,0
3325,5025970023274,"Nivea Post Shave Balm 100ml",300,350,"International Distribution Co BD Pvt",0,0
3326,4005808890507,"Nivea soft creame 200ml",250,325,"International Distribution Co BD Pvt",0,0
3327,42204169,"Nivea soft creame 50ml",100,125,"International Distribution Co BD Pvt",0,0
3328,42204374,"Nivea Soft Moisturizing cream 50ml",100,125,"Nivea company ",0,0
3329,4005900009715,"NIVEA Soft Refreshingly SOft Moisturizing Cream 100ml",165,210,"International Distribution Co BD Pvt",0,0
3330,4005900195821,"Nivea Total Face Clean Up100 ml",200,250,"Nivea company ",0,0
3331,4005808594306,"Nivea whitening body spray 150ml",217,250,"International Distribution Co BD Pvt",0,0
3332,42283492,"NiveaM oil control all in 1 65ml",122,160,"International Distribution Co BD Pvt",0,0
3333,4005808919574,"NiveaM oil control all in 100gm",180,230,"INTERNATIONAL BRAND LTD",0,0
3334,8410014414748,"Nocilla Chocolate Cream 135g",127,225,"SHAJEEB CORPORATION",0,0
3335,8410014443571,"Nocilla Chocolate Cream 320gm",270,300,"SHAJEEB CORPORATION",0,0
3336,8410014434456,"Nocilla Energetic Food Dairy and Hazelnut Cream 200gm",168,225,"SHAJEEB CORPORATION",0,0
3337,8410014896902,"Nocilla Energetic Food Two Colour Chocolate Cream 200gm",206,225,"SHAJEEB CORPORATION",0,0
3338,8412200175105,"Nocilla two colar cholate cream 135g",120,140,"SHAJEEB CORPORATION",0,0
3339,8410014443588,"Nocilla two colour cholate cream 320g",310,362,"SHAJEEB CORPORATION",0,0
3340,8410014896896,"Nocillla chocolate Cream 200gm",155.25,185,"SHAJEEB CORPORATION",0,0
3341,80177173,"Nutella  Ferrero 350gm",0,0,"Al-Madina Pvt Ltd",0,0
3342,8941133200719,"Nutrena Chocolate With Milk 200g",182.3,210,"UNION CORPORATION",0,0
3343,8941133200726,"Nutrena Chocolate With Milk 350g",294.5,340,"UNION CORPORATION",0,0
3344,749921106315,"Nutri-C American Sweet Orange 150gm",65,100,"KALLOL LTD ",0,0
3345,749921106322,"Nutri-C American Sweet Orange 250gm",125,155,"KALLOL LTD ",0,0
3346,749921106339,"Nutri-C American Sweet Orange 350gm",150,200,"KALLOL LTD ",0,0
3347,749921106292,"Nutri-C Power Drink 350gm",0,0,"KALLOL LTD ",0,0
3348,8851524907717,"NUVO Pure Kit",475.2,550,"Home Plus Own Collection",0,0
3349,8901207500459,"odofresh ultra toilet cleaner",72,90,"Asian Consumer Care",0,0
3350,8901207500046,"Odomos MOsquito Cream 50gm",41,48,"Asian Consumer Care",0,0
3351,8901207502934,"Odonil Jasmine Mist Air Freshener Hanger Pack",35,40,"Asian Consumer Care",0,0
3352,11708212067300,"Odonil jesmine air freshner 50gm",30,40,"Asian Consumer Care",0,0
3353,11708212067400,"Odonil lavender air freshener",0,0,"Asian Consumer Care",0,0
3354,8901207502996,"Odonil Laverder Meadows Nature Air Freshener Hanger Pack",60,70,"Asian Consumer Care",0,0
3355,11708212067500,"odonil mystic air freshner 50gm",0,0,"Asian Consumer Care",0,0
3356,8901207503436,"Odonil Mystic Rose Air Freshener Hanger Pack",0,0,"Asian Consumer Care",0,0
3357,8901207502965,"Odonil Orchid Dew Air Freshener",33.5,40,"Asian Consumer Care",0,0
3358,11708212067200,"Odoonil orchid air freshner 50gm",0,0,"Asian Consumer Care",0,0
3359,11709172142400,of000228,130,195,,0,0
3360,11711102287000,of000231,750,1650,"Home Plus Own Collection",0,0
3361,11708212067700,"of000262 ornaments",0,0,"Home Plus Own Collection",0,0
3362,11709222158000,of000283,2,5,"Home Plus Own Collection",0,0
3363,11711112287200,of000421,1400,2550,"Home Plus Own Collection",0,0
3364,11711112287300,of000422,1200,1990,"Home Plus Own Collection",0,0
3365,11711112287400,of000423,1120,2050,"Home Plus Own Collection",0,0
3366,11709262192800,"OF000501 Ornaments",150,250,,0,0
3367,11709262192900,"OF000502 Ornaments",63,100,,0,0
3368,11709262193100,"OF000503 Ornaments",30,40,,0,0
3369,11709262193200,"OF000504 Ornaments",250,350,,0,0
3370,11709262193300,"OF000505 Ornaments",250,350,,0,0
3371,1709262193500,"OF000506 Ornaments",200,300,,0,0
3372,1709262193600,"OF000507 Ornaments",240,340,,0,0
3373,11709262193800,"OF000508 Ornaments",250,350,,0,0
3374,11709262193900,"OF000509 Ornaments",250,350,,0,0
3375,11709262194000,"OF000510 Ornaments ",280,400,,0,0
3376,11709262194100,"OF000511 Ornaments ",220,350,,0,0
3377,11709262194200,"OF000512 Ornaments ",520,700,,0,0
3378,11709262194300,"OF000513 Ornaments ",20,40,,0,0
3379,11709262194400,"OF000514 Ornaments",25,35,,0,0
3380,11709262194500,"OF000515 Ornaments",90,150,,0,0
3381,11709262194600,"OF000516 Ornaments ",35,60,,0,0
3382,11709262194700,"OF000517 Ornaments ",40,80,,0,0
3383,11709262194900,"OF000518 Ornaments ",50,100,,0,0
3384,11709262195000,"OF000519 Ornaments",65,110,,0,0
3385,11709262195200,"OF000520 Ornaments",120,200,,0,0
3386,11709262195300,"OF000521 Ornaments",90,150,,0,0
3387,11709262195400,"OF000522 Ornaments",75,130,,0,0
3388,11709262195500,"OF000523 Ornaments",55,100,,0,0
3389,11709272196900,"OF000524 Ornaments",240,350,,0,0
3390,11709272197000,"OF000525 Ornaments",385,500,,0,0
3391,11709272197100,"OF000526 Ornaments",560,750,,0,0
3392,11709272197200,"OF000527 Ornaments",680,890,,0,0
3393,11709272197300,"OF000528 Ornaments",685,900,,0,0
3394,11709272197400,"OF000529 Ornaments",780,980,,0,0
3395,11709272197500,"OF000530 Ornaments",120,220,,0,0
3396,11709272197600,"OF000531 Ornaments",255,360,,0,0
3397,11709272197700,"OF000532 Ornaments",350,490,,0,0
3398,11709272197800,"OF000533 Ornaments",620,850,,0,0
3399,11709272197900,"OF000534 Ornaments",350,550,,0,0
3400,1709272198000,"OF000535 Ornaments",210,350,,0,0
3401,1709272198100,"OF000536 Ornaments",200,300,,0,0
3402,1709272198200,"OF000537 Ornaments",265,370,,0,0
3403,1709272198300,"OF000538 Ornaments",320,450,,0,0
3404,1709272198400,"OF000539 Ornaments",275,390,,0,0
3405,11709272198500,"OF000540 Ornaments",100,160,,0,0
3406,11709272198600,"OF000541 Ornaments",120,220,,0,0
3407,1709272198700,"OF000542 Ornaments",330,450,,0,0
3408,1709272198800,"OF000543 Ornaments",150,250,,0,0
3409,1709272198900,"OF000544 Ornaments",55,100,,0,0
3410,1709272199000,"OF000545 Ornaments",17,30,,0,0
3411,11709272199100,"OF000546 Ornaments",15,25,,0,0
3412,11709272199200,"OF000547 Ornaments",15,25,,0,0
3413,11709272199300,"OF000548 Ornaments",12,25,,0,0
3414,11709272199400,"OF000549 Ornaments",10,20,,0,0
3415,11709272199500,"OF000550 Ornaments",15,25,,0,0
3416,11709272199600,"OF000551 Ornaments",13,25,,0,0
3417,11709272199700,"OF000552 Ornaments",10,20,,0,0
3418,11709272199800,"OF000553 Ornaments",40,70,,0,0
3419,11709272199900,"OF000554 Ornaments",50,80,,0,0
3420,11709272200000,"OF000555 Ornaments",50,90,,0,0
3421,1709272200100,"OF000556 Ornaments",30,50,,0,0
3422,11709272200200,"OF000557 Ornaments",65,90,,0,0
3423,11709272200300,"OF000558 Ornaments",45,70,,0,0
3424,11709272200400,"OF000559 Ornaments",25,45,,0,0
3425,11709272200500,"OF000560 Ornaments",35,50,,0,0
3426,11709272200600,"OF000561 Ornaments",45,60,,0,0
3427,11709272200700,"OF000562 Ornaments",50,90,,0,0
3428,11709272200800,"OF000563 Ornaments",130,200,,0,0
3429,11709272200900,"OF000564 Ornaments",170,280,,0,0
3430,11709272201000,"OF000565 Ornaments",160,250,,0,0
3431,11709272201100,"OF000566 Ornaments",185,280,,0,0
3432,11709272201200,"OF000567 Ornaments",210,280,,0,0
3433,11709272201300,"OF000568 Ornaments",170,280,,0,0
3434,11709272201400,"OF000569 Ornaments",130,220,,0,0
3435,11709272201500,"OF000570 Ornaments",195,270,,0,0
3436,11709272201600,"OF000571 Ornaments",145,250,,0,0
3437,11709272201700,"OF000572 Ornaments",100,200,,0,0
3438,11709272201800,"OF000573 Ornaments",145,250,,0,0
3439,11709272201900,"OF000574 Ornaments",135,260,,0,0
3440,11709272202000,"OF000575 Ornaments",20,35,,0,0
3441,11709272202100,"OF000576 Ornaments",140,250,,0,0
3442,11709272202200,"OF000577 Ornaments",135,250,,0,0
3443,11709272202500,"OF000578 Ornaments",1,1100,,0,0
3444,11709292215900,"OF000579 ornaments",100,400,"Home Plus Own Collection",0,0
3445,11711112287100,of000589,150,400,"Home Plus Own Collection",0,0
3446,11709082116100,"OFGG ULTIMATE FOR MEN 50ML",0,0,"S B DISTRIBUTION",0,0
3447,070501038604,"Oil Free Acne Wash 80ml",0,0,"Mela International",0,0
3448,11709242166300,"OK000101 FryPan With Lid 20cm.",0,0,"KIAM ",0,0
3449,11709242166400,"OK000102 FryPan With Lid 22cm",698,840,"KIAM ",0,0
3450,11709242166500,"OK000103 FryPan With Lid 24cm",744,890,"KIAM ",0,0
3451,11709242166600,"OK000104 FryPan With Lid 25cm",791,950,"KIAM ",0,0
3452,11709242166700,"OK000105 FryPan With Lid 26cm",837,1005,"KIAM ",0,0
3453,11709242166900,"OK000106 FryPan With Lid 28cm",930,1120,"KIAM ",0,0
3454,11709242167000,"OK000107 FryPan Without Lid 16cm",279,335,"KIAM ",0,0
3455,11709242167100,"OK000108 FryPan Without Lid 20cm",837,1005,"KIAM ",0,0
3456,11709242167200,"OK000109 FryPan Without Lid 22cm",558,670,"KIAM ",0,0
3457,11709242167300,"OK000110 FryPan Without Lid 24cm",651,780,"KIAM ",0,0
3458,11709242167400,"OK000111 FryPan Without Lid 26cm",700,840,"KIAM ",0,0
3459,11709242167500,"OK000112 Non Sticky Karai 22cm",744,895,"KIAM ",0,0
3460,11709242167600,"OK000113 Non Sticky Karai 24cm",893,1080,"KIAM ",0,0
3461,11709242167700,"OK000114 Non Sticky Karai 26cm",930,1120,"KIAM ",0,0
3462,11709242167800,"OK000115 Non Sticky Karai 28cm",1023,1230,"KIAM ",0,0
3463,11709242167900,"OK000116 Non Sticky Karai 30cm",1116,1340,"KIAM ",0,0
3464,11709242168000,"OK000117 Non Sticky Caserole 20cm",837,1005,"KIAM ",0,0
3465,11709242168100,"OK000118 Non Sticky Caserole 22cm",890,1060,"KIAM ",0,0
3466,11709242168200,"OK000119 Non Sticky Caserole 24cm",1023,1230,"KIAM ",0,0
3467,11709242168300,"OK000120 Non Sticky Caserole 26cm",1116,1340,"KIAM ",0,0
3468,11709242168400,"OK000121 Non Sticky Caserole 28cm",1302,1563,"KIAM ",0,0
3469,11709242168500,"OK000122 Non Sticky Caserole 30cm",1500,1730,"KIAM ",0,0
3470,11709242168600,"OK000123 Non Sticky Dosa Tawa 26cm",651,785,"KIAM ",0,0
3471,11709242168700,"OK000124 Non Sticky Roti Tawa 26cm",605,725,"KIAM ",0,0
3472,11709242168800,"OK000125 Non Sticky 3 in 1 set",1535,1850,"KIAM ",0,0
3473,11709242168900,"OK000126 Non Sticky 7 in 1 set",2418,2900,"KIAM ",0,0
3474,11709242169000,"OK000127 Non Sticky Milk Pot 14cm",465,560,"KIAM ",0,0
3475,11709242169100,"OK000128 Non Sticky Milk Pot 16cm",512,615,"KIAM ",0,0
3476,11709242169200,"OK000129 Pressure Cooker 2.5Ltr",883,1060,"KIAM ",0,0
3477,11709242169300,"OK000130 Pressure Cooker 3.5Ltr",960,1150,"KIAM ",0,0
3478,11709242169400,"OK000131 Pressure Cooker 4.5Ltr",1152,1440,"KIAM ",0,0
3479,11709242169500,"OK000132 Pressure Cooker 5.5Ltr",1200,1500,"KIAM ",0,0
3480,11709242169600,"OK000133 Pressure Cooker 6.5Ltr",1248,1560,"KIAM ",0,0
3481,11709242169700,"OK000134 Pressure Cooker 8.5Ltr",1728,2160,"KIAM ",0,0
3482,11709252181600,"OK000135 Pressure Cooker Queen White 3.5ltr ",1104,1380,"KIAM ",0,0
3483,11709252181700,"OK000136 Supper Food Pot 850ml",255,320,"KIAM ",0,0
3484,11709252181800,"OK000137 Supper Food Pot 1300ml",295,368,"KIAM ",0,0
3485,11709252181900,"OK000138 Supper Food Pot 1700ml",340,425,"KIAM ",0,0
3486,11709252182000,"OK000139 Supper Food Pot 2200ml",395,495,"KIAM ",0,0
3487,11709272208300,"OK000140 Supper Food Pot 2700ml",440,550,"KIAM ",0,0
3488,11709252182100,"OK000141 Galaxy Food Pot 900ml",297,380,"KIAM ",0,0
3489,11709252182200,"OK000142 Galaxy Food Pot 1200 ml",342,430,"KIAM ",0,0
3490,11709252182300,"OK000143 Galaxy Food Pot 1800ml",387,485,"KIAM ",0,0
3491,11709252182500,"OK000144 Galaxy Food Pot 2500ml",475,585,"KIAM ",0,0
3492,11709252182600,"OK000145 Galaxy Food Pot 3500ml",540,675,"KIAM ",0,0
3493,11709252182800,"OK000146 Galaxy Food Pot 4500ml",675,845,"KIAM ",0,0
3494,11709252182900,"OK000147 Galaxy Food Pot 6000ml",810,1015,"KIAM ",0,0
3495,11709252183000,"OK000148 4p Lunch Pot",450,565,"KIAM ",0,0
3496,11709252183100,"OK000149 3p Lunch Box",378,475,"KIAM ",0,0
3497,11709272202600,"OK000150 Lunch Pot Omega 300ml",126,160,"KIAM ",0,0
3498,11709272202700,"OK000151 Hot Pot Full Plastic 500ml",130,170,"KIAM ",0,0
3499,11709272202800,"OK000152 Hot Pot Half Still 500",171,215,"KIAM ",0,0
3500,11709272202900,"OK000153 Clasic Hot Pot 3p Set ",666,835,"KIAM ",0,0
3501,11709272203000,"OK000154 Alumuniam Wokpan 22cm",465,585,"KIAM ",0,0
3502,11709272203100,"OK000155 Alumuniam Wokpan 24cm",558,700,"KIAM ",0,0
3503,11709272203200,"OK000156 Alumuniam Wokpan 26cm",651,815,"KIAM ",0,0
3504,11709272208400,"OK000157 Alumuniam Wokpan 28cm",791,990,"KIAM ",0,0
3505,11709272203300,"OK000158 Alumuniam Wokpan 30cm",911,1140,"KIAM ",0,0
3506,11709272203400,"OK000159 Classic Stock Pot 20cm",517,650,"KIAM ",0,0
3507,11709272203500,"OK000160 Classic Stock Pot 22cm",567,710,"KIAM ",0,0
3508,11709272203600,"OK000161 Classic Stock Pot 24cm",688,860,"KIAM ",0,0
